AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleRightX,AnkleRightY,AnkleRightZ,KneeLeftX,KneeLeftY,KneeLeftZ,KneeRightX,KneeRightY,KneeRightZ,HipLeftX,HipLeftY,HipLefttZ,HipRightX,HipRightY,HipRightZ,timestamp
-81.495399,-631.425476,1293.878174,-115.030952,-662.517090,736.007202,28.528280,-327.982819,1138.333252,-100.510910,-313.730438,832.075745,-4.074469,41.638470,1084.724365,-101.618172,40.058670,954.902527,0
-84.947495,-630.620728,1303.217407,-116.906769,-662.297241,790.571899,25.829350,-323.707764,1146.326660,-103.229767,-306.960754,876.612671,-5.893473,53.062473,1122.746216,-106.899727,52.971313,993.423828,0
-85.866539,-632.236267,1305.869995,-133.420975,-666.900208,830.169983,23.508076,-321.473907,1152.537842,-106.004494,-307.088409,898.165100,-4.750855,57.642120,1145.661499,-107.088608,53.767921,1016.677856,0
-85.257759,-633.697021,1314.039673,-167.251862,-656.918152,940.671936,13.991997,-311.597717,1185.078003,-112.646233,-296.419739,947.234497,-6.033298,65.043221,1167.027100,-112.755508,68.385254,1043.129028,0
-83.508087,-635.691528,1317.613770,-178.176102,-656.144714,999.097046,12.775499,-308.847656,1195.104980,-116.321014,-296.295380,975.408752,-5.235333,69.431366,1183.918945,-116.761833,71.761917,1063.553223,0
-82.340149,-635.208374,1322.171021,-197.926163,-646.594116,1063.293457,12.814585,-303.360840,1205.016235,-116.505302,-292.760071,1000.960327,-7.066611,77.572693,1202.574341,-122.902542,78.905983,1084.757568,0
-75.191772,-639.183533,1336.258301,-222.277283,-619.952454,1206.236328,11.705509,-298.835938,1230.159668,-129.753860,-292.052704,1059.903198,2.949625,85.001694,1226.838989,-129.843933,85.620941,1126.719482,0
-79.144943,-640.134827,1343.506958,-226.013275,-612.426514,1277.564331,11.515848,-297.563812,1235.791504,-138.567795,-297.665466,1094.925659,5.175725,89.795387,1245.999756,-131.552216,85.645538,1148.702148,0
-75.119980,-637.446289,1351.865234,-216.694458,-575.647705,1407.884766,-0.117733,-288.201111,1256.444580,-158.594360,-291.016632,1172.930664,6.574325,98.319717,1271.583496,-138.634857,94.630981,1188.026001,0
-72.033707,-638.412354,1358.313843,-216.790329,-551.630798,1461.844482,-4.289459,-285.216309,1267.725220,-168.832260,-287.801758,1200.031006,9.025038,101.855812,1292.022705,-141.636475,98.490074,1217.567383,0
-69.731659,-636.226685,1360.499390,-202.602722,-510.321686,1557.895630,-11.630240,-277.965912,1288.515747,-190.669983,-277.986511,1265.181152,9.919665,107.477753,1317.947388,-145.426529,105.966675,1254.791260,0
-68.482590,-636.326904,1363.997803,-195.166565,-507.919495,1604.181030,-11.948874,-275.868042,1300.323975,-191.704910,-272.052460,1313.600342,5.393185,110.002617,1331.935059,-150.825409,110.496597,1270.494263,0
-66.118225,-632.631897,1366.823608,-179.930466,-481.949615,1659.147949,-15.835662,-270.492889,1324.658203,-198.884323,-264.838074,1357.786011,5.528547,112.282806,1361.103149,-151.881836,113.426338,1305.924194,0
